SIGLO,AÑO,CALIDADES,GENERO,LEGITIMO,ILEGITIMO,TOTAL
XVII,1661,SIN_CATEGORÍA,F,,,0
XVII,1661,SIN_CATEGORÍA,M,0,0,0
XVII,1661,SIN_CATEGORÍA,M,,,0
XVII,1662,INDIA,F,0,0,0
XVII,1662,INDIA,F,,,3
XVII,1662,INDIA,M,0,0,0
XVII,1662,INDIA,M,,,4
XVII,1662,ESPAÑOLA,F,0,0,0
XVII,1662,ESPAÑOLA,F,,,1
XVII,1662,ESPAÑOLA,M,0,0,0
XVII,1662,ESPAÑOLA,M,,,3
XVII,1662,MESTIZA,F,0,0,0
XVII,1662,MESTIZA,F,,,2
XVII,1662,MESTIZA,M,0,0,0
XVII,1662,MESTIZA,M,,,1
XVII,1662,CASTIZA,F,0,0,0
XVII,1662,CASTIZA,F,,,0
XVII,1662,CASTIZA,M,0,0,0
XVII,1662,CASTIZA,M,,,0
XVII,1662,MORISCA,F,0,0,0
XVII,1662,MORISCA,F,,,0
XVII,1662,MORISCA,M,0,0,0
XVII,1662,MORISCA,M,,,0
XVII,1662,MULATA,F,0,0,0
XVII,1662,MULATA,F,,,0
XVII,1662,MULATA,M,0,0,0
XVII,1662,MULATA,M,,,1
XVII,1662,NEGRA,F,0,0,0
XVII,1662,NEGRA,F,,,0
XVII,1662,NEGRA,M,0,0,0
XVII,1662,NEGRA,M,,,1
XVII,1662,SIN_CATEGORÍA,F,0,0,0
XVII,1662,SIN_CATEGORÍA,F,,,0
XVII,1662,SIN_CATEGORÍA,M,0,0,0
XVII,1662,SIN_CATEGORÍA,M,,,0
XVII,1663,INDIA,F,9,2,11
XVII,1663,INDIA,F,,,1
XVII,1663,INDIA,M,8,5,13
XVII,1663,INDIA,M,,,2
XVII,1663,ESPAÑOLA,F,12,4,16
XVII,1663,ESPAÑOLA,F,,,3
XVII,1663,ESPAÑOLA,M,11,2,13
XVII,1663,ESPAÑOLA,M,,,3
XVII,1663,MESTIZA,F,5,1,6
XVII,1663,MESTIZA,F,,,1
XVII,1663,MESTIZA,M,0,3,3
XVII,1663,MESTIZA,M,,,0
XVII,1663,CASTIZA,F,0,0,0
XVII,1663,CASTIZA,F,,,0
XVII,1663,CASTIZA,M,0,0,0
XVII,1663,CASTIZA,M,,,0
XVII,1663,MORISCA,F,1,0,1
XVII,1663,MORISCA,F,,,0
XVII,1663,MORISCA,M,1,0,1
XVII,1663,MORISCA,M,,,0
XVII,1663,MULATA,F,2,0,2
XVII,1663,MULATA,F,,,1
XVII,1663,MULATA,M,0,1,1
XVII,1663,MULATA,M,,,2
XVII,1663,NEGRA,F,0,0,0
XVII,1663,NEGRA,F,,,0
XVII,1663,NEGRA,M,0,0,0
XVII,1663,NEGRA,M,,,0
XVII,1663,SIN_CATEGORÍA,F,0,3,3
XVII,1663,SIN_CATEGORÍA,F,,,0
XVII,1663,SIN_CATEGORÍA,M,0,0,0
XVII,1663,SIN_CATEGORÍA,M,,,0
XVII,1664,INDIA,F,12,7,19
XVII,1664,INDIA,F,,,3
XVII,1664,INDIA,M,9,1,10
XVII,1664,INDIA,M,,,7
XVII,1664,ESPAÑOLA,F,16,3,19
XVII,1664,ESPAÑOLA,F,,,2
XVII,1664,ESPAÑOLA,M,18,2,20
XVII,1664,ESPAÑOLA,M,,,8
XVII,1664,MESTIZA,F,4,3,7
XVII,1664,MESTIZA,F,,,2
XVII,1664,MESTIZA,M,3,3,6
XVII,1664,MESTIZA,M,,,2
XVII,1664,CASTIZA,F,0,0,0
XVII,1664,CASTIZA,F,,,0
XVII,1664,CASTIZA,M,0,0,0
XVII,1664,CASTIZA,M,,,0
XVII,1664,MORISCA,F,0,1,1
XVII,1664,MORISCA,F,,,1
XVII,1664,MORISCA,M,0,0,0
XVII,1664,MORISCA,M,,,0
XVII,1664,MULATA,F,1,1,2
XVII,1664,MULATA,F,,,4
XVII,1664,MULATA,M,1,2,3
XVII,1664,MULATA,M,,,0
XVII,1664,NEGRA,F,0,0,0
XVII,1664,NEGRA,F,,,0
XVII,1664,NEGRA,M,0,0,0
XVII,1664,NEGRA,M,,,0
XVII,1664,SIN_CATEGORÍA,F,0,0,0
XVII,1664,SIN_CATEGORÍA,F,,,0
XVII,1664,SIN_CATEGORÍA,M,0,0,0
XVII,1664,SIN_CATEGORÍA,M,,,0
XVII,1665,INDIA,F,8,8,16
XVII,1665,INDIA,F,,,32
XVII,1665,INDIA,M,5,1,6
XVII,1665,INDIA,M,,,16
XVII,1665,ESPAÑOLA,F,10,1,11
XVII,1665,ESPAÑOLA,F,,,18
XVII,1665,ESPAÑOLA,M,12,3,15
XVII,1665,ESPAÑOLA,M,,,12
XVII,1665,MESTIZA,F,6,5,11
XVII,1665,MESTIZA,F,,,10
XVII,1665,MESTIZA,M,5,4,9
XVII,1665,MESTIZA,M,,,8
XVII,1665,CASTIZA,F,0,0,0
XVII,1665,CASTIZA,F,,,0
XVII,1665,CASTIZA,M,0,0,0
XVII,1665,CASTIZA,M,,,0
XVII,1665,MORISCA,F,0,0,0
XVII,1665,MORISCA,F,,,0
XVII,1665,MORISCA,M,0,0,0
XVII,1665,MORISCA,M,,,0
XVII,1665,MULATA,F,3,3,6
XVII,1665,MULATA,F,,,2
XVII,1665,MULATA,M,2,3,5
XVII,1665,MULATA,M,,,2
XVII,1665,NEGRA,F,0,0,0
XVII,1665,NEGRA,F,,,0
XVII,1665,NEGRA,M,0,0,0
XVII,1665,NEGRA,M,,,2
XVII,1665,SIN_CATEGORÍA,F,0,0,0
XVII,1665,SIN_CATEGORÍA,F,,,0
XVII,1665,SIN_CATEGORÍA,M,0,0,0
XVII,1665,SIN_CATEGORÍA,M,,,0
XVII,1666,INDIA,F,12,3,15
XVII,1666,INDIA,F,,,4
XVII,1666,INDIA,M,11,2,13
XVII,1666,INDIA,M,,,3
XVII,1666,ESPAÑOLA,F,16,3,19
XVII,1666,ESPAÑOLA,F,,,5
XVII,1666,ESPAÑOLA,M,14,5,19
XVII,1666,ESPAÑOLA,M,,,6
XVII,1666,MESTIZA,F,5,2,7
XVII,1666,MESTIZA,F,,,2
XVII,1666,MESTIZA,M,5,3,8
XVII,1666,MESTIZA,M,,,3
XVII,1666,CASTIZA,F,0,0,0
XVII,1666,CASTIZA,F,,,0
XVII,1666,CASTIZA,M,0,0,0
XVII,1666,CASTIZA,M,,,0
XVII,1666,MORISCA,F,0,0,0
XVII,1666,MORISCA,F,,,0
XVII,1666,MORISCA,M,0,0,0
XVII,1666,MORISCA,M,,,0
XVII,1666,MULATA,F,2,0,2
XVII,1666,MULATA,F,,,2
XVII,1666,MULATA,M,2,5,7
XVII,1666,MULATA,M,,,1
XVII,1666,NEGRA,F,0,0,0
XVII,1666,NEGRA,F,,,1
XVII,1666,NEGRA,M,1,0,1
XVII,1666,NEGRA,M,,,1
XVII,1666,SIN_CATEGORÍA,F,0,0,0
XVII,1666,SIN_CATEGORÍA,F,,,0
XVII,1666,SIN_CATEGORÍA,M,0,0,0
XVII,1666,SIN_CATEGORÍA,M,,,0
XVII,1667,INDIA,F,15,3,18
XVII,1667,INDIA,F,,,9
XVII,1667,INDIA,M,7,4,11
XVII,1667,INDIA,M,,,8
XVII,1667,ESPAÑOLA,F,11,1,12
XVII,1667,ESPAÑOLA,F,,,8
XVII,1667,ESPAÑOLA,M,22,5,27
XVII,1667,ESPAÑOLA,M,,,9
XVII,1667,MESTIZA,F,2,3,5
XVII,1667,MESTIZA,F,,,5
XVII,1667,MESTIZA,M,4,2,6
XVII,1667,MESTIZA,M,,,4
XVII,1667,CASTIZA,F,0,0,0
XVII,1667,CASTIZA,F,,,0
XVII,1667,CASTIZA,M,0,0,0
XVII,1667,CASTIZA,M,,,0
XVII,1667,MORISCA,F,0,0,0
XVII,1667,MORISCA,F,,,0
XVII,1667,MORISCA,M,0,1,1
XVII,1667,MORISCA,M,,,0
XVII,1667,MULATA,F,0,0,0
XVII,1667,MULATA,F,,,1
XVII,1667,MULATA,M,2,0,2
XVII,1667,MULATA,M,,,0
XVII,1667,NEGRA,F,0,0,0
XVII,1667,NEGRA,F,,,0
XVII,1667,NEGRA,M,0,0,0
XVII,1667,NEGRA,M,,,0
XVII,1667,SIN_CATEGORÍA,F,0,0,0
XVII,1667,SIN_CATEGORÍA,F,,,0
XVII,1667,SIN_CATEGORÍA,M,0,0,0
XVII,1667,SIN_CATEGORÍA,M,,,1
XVII,1668,INDIA,F,10,3,13
XVII,1668,INDIA,F,,,8
XVII,1668,INDIA,M,15,2,17
XVII,1668,INDIA,M,,,6
XVII,1668,ESPAÑOLA,F,16,4,20
XVII,1668,ESPAÑOLA,F,,,8
XVII,1668,ESPAÑOLA,M,20,6,26
XVII,1668,ESPAÑOLA,M,,,5
XVII,1668,MESTIZA,F,4,3,7
XVII,1668,MESTIZA,F,,,1
XVII,1668,MESTIZA,M,8,2,10
XVII,1668,MESTIZA,M,,,4
XVII,1668,CASTIZA,F,0,0,0
XVII,1668,CASTIZA,F,,,0
XVII,1668,CASTIZA,M,0,0,0
XVII,1668,CASTIZA,M,,,0
XVII,1668,MORISCA,F,0,0,0
XVII,1668,MORISCA,F,,,0
XVII,1668,MORISCA,M,0,0,0
XVII,1668,MORISCA,M,,,0
XVII,1668,MULATA,F,3,2,5
XVII,1668,MULATA,F,,,4
XVII,1668,MULATA,M,4,4,8
XVII,1668,MULATA,M,,,0
XVII,1668,NEGRA,F,0,1,1
XVII,1668,NEGRA,F,,,1
XVII,1668,NEGRA,M,0,0,0
XVII,1668,NEGRA,M,,,0
XVII,1668,SIN_CATEGORÍA,F,0,2,2
XVII,1668,SIN_CATEGORÍA,F,,,1
XVII,1668,SIN_CATEGORÍA,M,0,1,1
XVII,1668,SIN_CATEGORÍA,M,,,0
XVII,1669,INDIA,F,9,2,11
XVII,1669,INDIA,F,,,4
XVII,1669,INDIA,M,12,0,12
XVII,1669,INDIA,M,,,13
XVII,1669,ESPAÑOLA,F,9,2,11
XVII,1669,ESPAÑOLA,F,,,20
XVII,1669,ESPAÑOLA,M,15,2,17
XVII,1669,ESPAÑOLA,M,,,13
XVII,1669,MESTIZA,F,2,1,3
XVII,1669,MESTIZA,F,,,5
XVII,1669,MESTIZA,M,2,3,5
XVII,1669,MESTIZA,M,,,6
XVII,1669,CASTIZA,F,0,0,0
XVII,1669,CASTIZA,F,,,0
XVII,1669,CASTIZA,M,0,0,0
XVII,1669,CASTIZA,M,,,0
XVII,1669,MORISCA,F,1,1,2
XVII,1669,MORISCA,F,,,1
XVII,1669,MORISCA,M,0,0,0
XVII,1669,MORISCA,M,,,0
XVII,1669,MULATA,F,5,3,8
XVII,1669,MULATA,F,,,2
XVII,1669,MULATA,M,1,1,2
XVII,1669,MULATA,M,,,3
XVII,1669,NEGRA,F,2,0,2
XVII,1669,NEGRA,F,,,2
XVII,1669,NEGRA,M,0,1,1
XVII,1669,NEGRA,M,,,0
XVII,1669,SIN_CATEGORÍA,F,0,0,0
XVII,1669,SIN_CATEGORÍA,F,,,0
XVII,1669,SIN_CATEGORÍA,M,0,0,0
XVII,1669,SIN_CATEGORÍA,M,,,1
XVII,1670,INDIA,F,13,7,20
XVII,1670,INDIA,F,,,2
XVII,1670,INDIA,M,26,7,33
XVII,1670,INDIA,M,,,1
XVII,1670,ESPAÑOLA,F,17,2,19
XVII,1670,ESPAÑOLA,F,,,4
XVII,1670,ESPAÑOLA,M,26,2,28
XVII,1670,ESPAÑOLA,M,,,8
XVII,1670,MESTIZA,F,7,3,10
XVII,1670,MESTIZA,F,,,2
XVII,1670,MESTIZA,M,5,0,5
XVII,1670,MESTIZA,M,,,1
XVII,1670,CASTIZA,F,0,0,0
XVII,1670,CASTIZA,F,,,0
XVII,1670,CASTIZA,M,0,0,0
XVII,1670,CASTIZA,M,,,0
XVII,1670,MORISCA,F,0,1,1
XVII,1670,MORISCA,F,,,0
XVII,1670,MORISCA,M,0,0,0
XVII,1670,MORISCA,M,,,0
XVII,1670,MULATA,F,0,5,5
XVII,1670,MULATA,F,,,0
XVII,1670,MULATA,M,1,2,3
XVII,1670,MULATA,M,,,0
XVII,1670,NEGRA,F,0,0,0
XVII,1670,NEGRA,F,,,0
XVII,1670,NEGRA,M,0,0,0
XVII,1670,NEGRA,M,,,0
XVII,1670,SIN_CATEGORÍA,F,0,3,3
XVII,1670,SIN_CATEGORÍA,F,,,0
XVII,1670,SIN_CATEGORÍA,M,1,1,2
XVII,1670,SIN_CATEGORÍA,M,,,0
XVII,1671,INDIA,F,18,4,22
XVII,1671,INDIA,F,,,4
XVII,1671,INDIA,M,14,2,16
XVII,1671,INDIA,M,,,7
XVII,1671,ESPAÑOLA,F,23,0,23
XVII,1671,ESPAÑOLA,F,,,4
XVII,1671,ESPAÑOLA,M,10,2,12
XVII,1671,ESPAÑOLA,M,,,9
XVII,1671,MESTIZA,F,3,1,4
XVII,1671,MESTIZA,F,,,3
XVII,1671,MESTIZA,M,12,3,15
XVII,1671,MESTIZA,M,,,2
XVII,1671,CASTIZA,F,0,1,1
XVII,1671,CASTIZA,F,,,0
XVII,1671,CASTIZA,M,0,0,0
XVII,1671,CASTIZA,M,,,0
XVII,1671,MORISCA,F,0,0,0
XVII,1671,MORISCA,F,,,0
XVII,1671,MORISCA,M,0,0,0
XVII,1671,MORISCA,M,,,0
XVII,1671,MULATA,F,0,0,0
XVII,1671,MULATA,F,,,1
XVII,1671,MULATA,M,0,4,4
XVII,1671,MULATA,M,,,0
XVII,1671,NEGRA,F,0,0,0
XVII,1671,NEGRA,F,,,1
XVII,1671,NEGRA,M,0,0,0
XVII,1671,NEGRA,M,,,0
XVII,1671,SIN_CATEGORÍA,F,1,7,8
XVII,1671,SIN_CATEGORÍA,F,,,0
XVII,1671,SIN_CATEGORÍA,M,0,11,11
XVII,1671,SIN_CATEGORÍA,M,,,0
XVII,1672,INDIA,F,12,4,16
XVII,1672,INDIA,F,,,1
XVII,1672,INDIA,M,10,3,13
XVII,1672,INDIA,M,,,4
XVII,1672,ESPAÑOLA,F,17,2,19
XVII,1672,ESPAÑOLA,F,,,3
XVII,1672,ESPAÑOLA,M,23,8,31
XVII,1672,ESPAÑOLA,M,,,4
XVII,1672,MESTIZA,F,9,3,12
XVII,1672,MESTIZA,F,,,5
XVII,1672,MESTIZA,M,3,3,6
XVII,1672,MESTIZA,M,,,3
XVII,1672,CASTIZA,F,0,0,0
XVII,1672,CASTIZA,F,,,0
XVII,1672,CASTIZA,M,0,0,0
XVII,1672,CASTIZA,M,,,0
XVII,1672,MORISCA,F,0,0,0
XVII,1672,MORISCA,F,,,0
XVII,1672,MORISCA,M,0,0,0
XVII,1672,MORISCA,M,,,0
XVII,1672,MULATA,F,1,3,4
XVII,1672,MULATA,F,,,1
XVII,1672,MULATA,M,4,3,7
XVII,1672,MULATA,M,,,1
XVII,1672,NEGRA,F,0,0,0
XVII,1672,NEGRA,F,,,0
XVII,1672,NEGRA,M,0,0,0
XVII,1672,NEGRA,M,,,0
XVII,1672,SIN_CATEGORÍA,F,0,0,0
XVII,1672,SIN_CATEGORÍA,F,,,0
XVII,1672,SIN_CATEGORÍA,M,0,3,3
XVII,1672,SIN_CATEGORÍA,M,,,0
XVII,1673,INDIA,F,12,8,20
XVII,1673,INDIA,F,,,9
XVII,1673,INDIA,M,16,4,20
XVII,1673,INDIA,M,,,8
XVII,1673,ESPAÑOLA,F,11,6,17
XVII,1673,ESPAÑOLA,F,,,10
XVII,1673,ESPAÑOLA,M,17,6,23
XVII,1673,ESPAÑOLA,M,,,19
XVII,1673,MESTIZA,F,5,3,8
XVII,1673,MESTIZA,F,,,5
XVII,1673,MESTIZA,M,3,3,6
XVII,1673,MESTIZA,M,,,2
XVII,1673,CASTIZA,F,1,0,1
XVII,1673,CASTIZA,F,,,0
XVII,1673,CASTIZA,M,0,0,0
XVII,1673,CASTIZA,M,,,0
XVII,1673,MORISCA,F,0,0,0
XVII,1673,MORISCA,F,,,0
XVII,1673,MORISCA,M,0,0,0
XVII,1673,MORISCA,M,,,1
XVII,1673,MULATA,F,3,3,6
XVII,1673,MULATA,F,,,2
XVII,1673,MULATA,M,0,3,3
XVII,1673,MULATA,M,,,4
XVII,1673,NEGRA,F,0,0,0
XVII,1673,NEGRA,F,,,0
XVII,1673,NEGRA,M,0,1,1
XVII,1673,NEGRA,M,,,1
XVII,1673,SIN_CATEGORÍA,F,0,2,2
XVII,1673,SIN_CATEGORÍA,F,,,0
XVII,1673,SIN_CATEGORÍA,M,0,3,3
XVII,1673,SIN_CATEGORÍA,M,,,0
XVII,1674,INDIA,F,10,5,15
XVII,1674,INDIA,F,,,10
XVII,1674,INDIA,M,15,6,21
XVII,1674,INDIA,M,,,8
XVII,1674,ESPAÑOLA,F,14,5,19
XVII,1674,ESPAÑOLA,F,,,9
XVII,1674,ESPAÑOLA,M,16,4,20
XVII,1674,ESPAÑOLA,M,,,12
XVII,1674,MESTIZA,F,5,2,7
XVII,1674,MESTIZA,F,,,2
XVII,1674,MESTIZA,M,6,3,9
XVII,1674,MESTIZA,M,,,1
XVII,1674,CASTIZA,F,0,0,0
XVII,1674,CASTIZA,F,,,0
XVII,1674,CASTIZA,M,0,0,0
XVII,1674,CASTIZA,M,,,0
XVII,1674,MORISCA,F,0,0,0
XVII,1674,MORISCA,F,,,0
XVII,1674,MORISCA,M,2,0,2
XVII,1674,MORISCA,M,,,0
XVII,1674,MULATA,F,3,6,9
XVII,1674,MULATA,F,,,2
XVII,1674,MULATA,M,1,6,7
XVII,1674,MULATA,M,,,3
XVII,1674,NEGRA,F,0,1,1
XVII,1674,NEGRA,F,,,0
XVII,1674,NEGRA,M,0,0,0
XVII,1674,NEGRA,M,,,2
XVII,1674,SIN_CATEGORÍA,F,0,3,3
XVII,1674,SIN_CATEGORÍA,F,,,0
XVII,1674,SIN_CATEGORÍA,M,0,1,1
XVII,1674,SIN_CATEGORÍA,M,,,0
XVII,1675,INDIA,F,17,5,22
XVII,1675,INDIA,F,,,3
XVII,1675,INDIA,M,20,10,30
XVII,1675,INDIA,M,,,3
XVII,1675,ESPAÑOLA,F,23,3,26
XVII,1675,ESPAÑOLA,F,,,4
XVII,1675,ESPAÑOLA,M,38,5,43
XVII,1675,ESPAÑOLA,M,,,11
XVII,1675,MESTIZA,F,17,5,22
XVII,1675,MESTIZA,F,,,4
XVII,1675,MESTIZA,M,12,1,13
XVII,1675,MESTIZA,M,,,3
XVII,1675,CASTIZA,F,0,0,0
XVII,1675,CASTIZA,F,,,0
XVII,1675,CASTIZA,M,0,0,0
XVII,1675,CASTIZA,M,,,0
XVII,1675,MORISCA,F,0,0,0
XVII,1675,MORISCA,F,,,0
XVII,1675,MORISCA,M,0,0,0
XVII,1675,MORISCA,M,,,1
XVII,1675,MULATA,F,1,4,5
XVII,1675,MULATA,F,,,2
XVII,1675,MULATA,M,5,7,12
XVII,1675,MULATA,M,,,3
XVII,1675,NEGRA,F,0,0,0
XVII,1675,NEGRA,F,,,0
XVII,1675,NEGRA,M,0,0,0
XVII,1675,NEGRA,M,,,1
XVII,1675,SIN_CATEGORÍA,F,0,9,9
XVII,1675,SIN_CATEGORÍA,F,,,0
XVII,1675,SIN_CATEGORÍA,M,1,3,4
XVII,1675,SIN_CATEGORÍA,M,,,0
XVII,1676,INDIA,F,23,7,30
XVII,1676,INDIA,F,,,7
XVII,1676,INDIA,M,26,6,32
XVII,1676,INDIA,M,,,7
XVII,1676,ESPAÑOLA,F,19,2,21
XVII,1676,ESPAÑOLA,F,,,8
XVII,1676,ESPAÑOLA,M,33,2,35
XVII,1676,ESPAÑOLA,M,,,3
XVII,1676,MESTIZA,F,4,7,11
XVII,1676,MESTIZA,F,,,1
XVII,1676,MESTIZA,M,11,2,13
XVII,1676,MESTIZA,M,,,4
XVII,1676,CASTIZA,F,0,3,3
XVII,1676,CASTIZA,F,,,0
XVII,1676,CASTIZA,M,1,1,2
XVII,1676,CASTIZA,M,,,0
XVII,1676,MORISCA,F,0,0,0
XVII,1676,MORISCA,F,,,0
XVII,1676,MORISCA,M,0,0,0
XVII,1676,MORISCA,M,,,1
XVII,1676,MULATA,F,2,2,4
XVII,1676,MULATA,F,,,6
XVII,1676,MULATA,M,4,6,10
XVII,1676,MULATA,M,,,6
XVII,1676,NEGRA,F,0,0,0
XVII,1676,NEGRA,F,,,3
XVII,1676,NEGRA,M,0,0,0
XVII,1676,NEGRA,M,,,1
XVII,1676,SIN_CATEGORÍA,F,0,2,2
XVII,1676,SIN_CATEGORÍA,F,,,0
XVII,1676,SIN_CATEGORÍA,M,0,7,7
XVII,1676,SIN_CATEGORÍA,M,,,0
XVII,1677,INDIA,F,18,10,28
XVII,1677,INDIA,F,,,8
XVII,1677,INDIA,M,19,2,21
XVII,1677,INDIA,M,,,6
XVII,1677,ESPAÑOLA,F,19,8,27
XVII,1677,ESPAÑOLA,F,,,2
XVII,1677,ESPAÑOLA,M,28,10,38
XVII,1677,ESPAÑOLA,M,,,9
XVII,1677,MESTIZA,F,5,6,11
XVII,1677,MESTIZA,F,,,4
XVII,1677,MESTIZA,M,10,4,14
XVII,1677,MESTIZA,M,,,3
XVII,1677,CASTIZA,F,0,0,0
XVII,1677,CASTIZA,F,,,0
XVII,1677,CASTIZA,M,0,0,0
XVII,1677,CASTIZA,M,,,0
XVII,1677,MORISCA,F,0,0,0
XVII,1677,MORISCA,F,,,0
XVII,1677,MORISCA,M,0,0,0
XVII,1677,MORISCA,M,,,0
XVII,1677,MULATA,F,2,4,6
XVII,1677,MULATA,F,,,1
XVII,1677,MULATA,M,1,4,5
XVII,1677,MULATA,M,,,2
XVII,1677,NEGRA,F,1,0,1
XVII,1677,NEGRA,F,,,0
XVII,1677,NEGRA,M,0,2,2
XVII,1677,NEGRA,M,,,3
XVII,1677,SIN_CATEGORÍA,F,0,1,1
XVII,1677,SIN_CATEGORÍA,F,,,0
XVII,1677,SIN_CATEGORÍA,M,1,1,2
XVII,1677,SIN_CATEGORÍA,M,,,0
XVII,1678,INDIA,F,29,7,36
XVII,1678,INDIA,F,,,16
XVII,1678,INDIA,M,23,10,33
XVII,1678,INDIA,M,,,14
XVII,1678,ESPAÑOLA,F,14,1,15
XVII,1678,ESPAÑOLA,F,,,7
XVII,1678,ESPAÑOLA,M,26,10,36
XVII,1678,ESPAÑOLA,M,,,14
XVII,1678,MESTIZA,F,5,3,8
XVII,1678,MESTIZA,F,,,5
XVII,1678,MESTIZA,M,13,2,15
XVII,1678,MESTIZA,M,,,4
XVII,1678,CASTIZA,F,1,3,4
XVII,1678,CASTIZA,F,,,0
XVII,1678,CASTIZA,M,3,2,5
XVII,1678,CASTIZA,M,,,0
XVII,1678,MORISCA,F,0,1,1
XVII,1678,MORISCA,F,,,0
XVII,1678,MORISCA,M,1,0,1
XVII,1678,MORISCA,M,,,2
XVII,1678,MULATA,F,0,3,3
XVII,1678,MULATA,F,,,0
XVII,1678,MULATA,M,2,6,8
XVII,1678,MULATA,M,,,0
XVII,1678,NEGRA,F,0,0,0
XVII,1678,NEGRA,F,,,0
XVII,1678,NEGRA,M,0,1,1
XVII,1678,NEGRA,M,,,3
XVII,1678,SIN_CATEGORÍA,F,3,2,5
XVII,1678,SIN_CATEGORÍA,F,,,0
XVII,1678,SIN_CATEGORÍA,M,2,5,7
XVII,1678,SIN_CATEGORÍA,M,,,0
XVII,1679,INDIA,F,22,12,34
XVII,1679,INDIA,F,,,7
XVII,1679,INDIA,M,36,5,41
XVII,1679,INDIA,M,,,7
XVII,1679,ESPAÑOLA,F,20,5,25
XVII,1679,ESPAÑOLA,F,,,7
XVII,1679,ESPAÑOLA,M,31,2,33
XVII,1679,ESPAÑOLA,M,,,16
XVII,1679,MESTIZA,F,5,2,7
XVII,1679,MESTIZA,F,,,3
XVII,1679,MESTIZA,M,11,2,13
XVII,1679,MESTIZA,M,,,5
XVII,1679,CASTIZA,F,0,0,0
XVII,1679,CASTIZA,F,,,0
XVII,1679,CASTIZA,M,0,0,0
XVII,1679,CASTIZA,M,,,0
XVII,1679,MORISCA,F,0,0,0
XVII,1679,MORISCA,F,,,0
XVII,1679,MORISCA,M,0,0,0
XVII,1679,MORISCA,M,,,0
XVII,1679,MULATA,F,2,1,3
XVII,1679,MULATA,F,,,1
XVII,1679,MULATA,M,3,2,5
XVII,1679,MULATA,M,,,2
XVII,1679,NEGRA,F,0,0,0
XVII,1679,NEGRA,F,,,0
XVII,1679,NEGRA,M,0,0,0
XVII,1679,NEGRA,M,,,0
XVII,1679,SIN_CATEGORÍA,F,0,13,13
XVII,1679,SIN_CATEGORÍA,F,,,0
XVII,1679,SIN_CATEGORÍA,M,1,6,7
XVII,1679,SIN_CATEGORÍA,M,,,0
XVII,1680,INDIA,F,20,2,22
XVII,1680,INDIA,F,,,7
XVII,1680,INDIA,M,23,7,30
XVII,1680,INDIA,M,,,11
XVII,1680,ESPAÑOLA,F,27,3,30
XVII,1680,ESPAÑOLA,F,,,8
XVII,1680,ESPAÑOLA,M,23,2,25
XVII,1680,ESPAÑOLA,M,,,7
XVII,1680,MESTIZA,F,9,2,11
XVII,1680,MESTIZA,F,,,5
XVII,1680,MESTIZA,M,9,0,9
XVII,1680,MESTIZA,M,,,5
XVII,1680,CASTIZA,F,1,4,5
XVII,1680,CASTIZA,F,,,0
XVII,1680,CASTIZA,M,0,0,0
XVII,1680,CASTIZA,M,,,0
XVII,1680,MORISCA,F,0,1,1
XVII,1680,MORISCA,F,,,0
XVII,1680,MORISCA,M,0,1,1
XVII,1680,MORISCA,M,,,0
XVII,1680,MULATA,F,1,5,6
XVII,1680,MULATA,F,,,2
XVII,1680,MULATA,M,2,3,5
XVII,1680,MULATA,M,,,2
XVII,1680,NEGRA,F,0,0,0
XVII,1680,NEGRA,F,,,0
XVII,1680,NEGRA,M,0,0,0
XVII,1680,NEGRA,M,,,0
XVII,1680,SIN_CATEGORÍA,F,1,7,8
XVII,1680,SIN_CATEGORÍA,F,,,0
XVII,1680,SIN_CATEGORÍA,M,2,6,8
XVII,1680,SIN_CATEGORÍA,M,,,0
XVII,1681,INDIA,F,25,11,36
XVII,1681,INDIA,F,,,13
XVII,1681,INDIA,M,31,12,43
XVII,1681,INDIA,M,,,14
XVII,1681,ESPAÑOLA,F,34,3,37
XVII,1681,ESPAÑOLA,F,,,13
XVII,1681,ESPAÑOLA,M,30,1,31
XVII,1681,ESPAÑOLA,M,,,7
XVII,1681,MESTIZA,F,4,5,9
XVII,1681,MESTIZA,F,,,6
XVII,1681,MESTIZA,M,8,0,8
XVII,1681,MESTIZA,M,,,1
XVII,1681,CASTIZA,F,0,0,0
XVII,1681,CASTIZA,F,,,0
XVII,1681,CASTIZA,M,0,0,0
XVII,1681,CASTIZA,M,,,0
XVII,1681,MORISCA,F,1,0,1
XVII,1681,MORISCA,F,,,0
XVII,1681,MORISCA,M,0,0,0
XVII,1681,MORISCA,M,,,0
XVII,1681,MULATA,F,1,2,3
XVII,1681,MULATA,F,,,2
XVII,1681,MULATA,M,4,2,6
XVII,1681,MULATA,M,,,2
XVII,1681,NEGRA,F,0,0,0
XVII,1681,NEGRA,F,,,3
XVII,1681,NEGRA,M,0,1,1
XVII,1681,NEGRA,M,,,0
XVII,1681,SIN_CATEGORÍA,F,2,2,4
XVII,1681,SIN_CATEGORÍA,F,,,0
XVII,1681,SIN_CATEGORÍA,M,7,4,11
XVII,1681,SIN_CATEGORÍA,M,,,0
XVII,1682,INDIA,F,30,5,35
XVII,1682,INDIA,F,,,4
XVII,1682,INDIA,M,34,12,46
XVII,1682,INDIA,M,,,8
XVII,1682,ESPAÑOLA,F,23,2,25
XVII,1682,ESPAÑOLA,F,,,15
XVII,1682,ESPAÑOLA,M,24,6,30
XVII,1682,ESPAÑOLA,M,,,8
XVII,1682,MESTIZA,F,10,8,18
